222.660, 129.173, 8.334, 15.962 False
222.382, 129.173, 8.334, 15.995 False
222.105, 129.172, 8.334, 16.028 False
221.827, 129.172, 8.334, 16.061 False
221.549, 129.172, 8.334, 16.094 False
221.271, 129.172, 8.334, 16.127 False
220.993, 129.173, 8.334, 16.160 False
220.716, 129.173, 8.334, 16.193 False
220.438, 129.173, 8.334, 16.226 False
220.160, 129.173, 8.334, 16.259 False
219.882, 129.174, 8.334, 16.292 False
219.604, 129.174, 8.334, 16.325 False
219.327, 129.175, 8.334, 16.358 False
219.049, 129.175, 8.334, 16.391 False
218.771, 129.176, 8.334, 16.424 False
218.493, 129.177, 8.334, 16.457 False
218.216, 129.178, 8.334, 16.490 False
217.938, 129.179, 8.334, 16.523 False
217.660, 129.179, 8.334, 16.556 False
217.382, 129.180, 8.334, 16.589 False
217.105, 129.181, 8.334, 16.622 False
216.827, 129.183, 8.334, 16.655 False
216.549, 129.184, 8.334, 16.688 False
216.271, 129.185, 8.334, 16.721 False
215.993, 129.186, 8.334, 16.754 False
215.716, 129.188, 8.334, 16.787 False
215.438, 129.189, 8.333, 16.820 False
215.160, 129.191, 8.333, 16.853 False
214.882, 129.192, 8.333, 16.886 False
214.605, 129.194, 8.333, 16.919 False
214.327, 129.195, 8.333, 16.952 False
214.049, 129.197, 8.333, 16.985 False
213.771, 129.198, 8.333, 17.018 False
213.493, 129.200, 8.333, 17.051 False
213.216, 129.202, 8.333, 17.084 False
212.938, 129.204, 8.333, 17.117 False
212.660, 129.206, 8.333, 17.150 False
212.382, 129.208, 8.333, 17.183 False
212.105, 129.210, 8.333, 17.216 False
211.827, 129.212, 8.333, 17.249 False
211.549, 129.214, 8.333, 17.282 False
211.271, 129.216, 8.333, 17.315 False
210.993, 129.218, 8.333, 17.348 False
210.716, 129.220, 8.333, 17.381 False
210.438, 129.223, 8.333, 17.414 False
210.160, 129.225, 8.333, 17.447 False
209.882, 129.227, 8.333, 17.480 False
209.605, 129.229, 8.333, 17.513 False
209.327, 129.232, 8.333, 17.546 False
209.049, 129.234, 8.333, 17.579 False
208.771, 129.237, 8.333, 17.612 False
208.494, 129.239, 8.333, 17.645 False
208.216, 129.242, 8.333, 17.678 False
207.938, 129.244, 8.333, 17.711 False
207.660, 129.247, 8.333, 17.744 False
207.382, 129.250, 8.333, 17.777 False
207.105, 129.253, 8.333, 17.810 False
206.827, 129.256, 8.333, 17.843 False
206.549, 129.259, 8.333, 17.876 False
206.271, 129.262, 8.333, 17.909 False
205.994, 129.265, 8.333, 17.942 False
205.716, 129.268, 8.333, 17.975 False
205.438, 129.272, 8.333, 18.008 False
205.160, 129.275, 8.333, 18.041 False
204.883, 129.278, 8.333, 18.074 False
204.605, 129.281, 8.333, 18.107 False
204.327, 129.284, 8.333, 18.140 False
204.049, 129.287, 8.333, 18.173 False
203.771, 129.290, 8.333, 18.206 False
203.494, 129.293, 8.333, 18.239 False
203.216, 129.297, 8.333, 18.272 False
202.938, 129.300, 8.333, 18.305 False
202.660, 129.303, 8.333, 18.338 False
202.383, 129.306, 8.333, 18.371 False
202.105, 129.309, 8.333, 18.404 False
201.827, 129.313, 8.333, 18.437 False
201.549, 129.316, 8.333, 18.470 False
201.272, 129.319, 8.333, 18.503 False
200.994, 129.322, 8.333, 18.536 False
200.716, 129.325, 8.333, 18.569 False
200.438, 129.329, 8.333, 18.602 False
200.161, 129.332, 8.333, 18.635 False
199.883, 129.335, 8.333, 18.668 False
199.605, 129.338, 8.333, 18.701 False
199.328, 129.341, 8.333, 18.734 False
199.050, 129.345, 8.333, 18.767 False
198.772, 129.348, 8.333, 18.800 False
198.494, 129.351, 8.333, 18.833 False
198.217, 129.354, 8.333, 18.866 False
197.939, 129.357, 8.333, 18.899 False
197.661, 129.361, 8.333, 18.932 False
197.383, 129.364, 8.333, 18.965 False
197.106, 129.367, 8.333, 18.998 False
196.828, 129.370, 8.333, 19.031 False
196.550, 129.373, 8.333, 19.064 False
196.272, 129.376, 8.333, 19.097 False
195.995, 129.379, 8.333, 19.130 False
195.717, 129.383, 8.333, 19.163 False
195.439, 129.386, 8.333, 19.196 False
195.162, 129.389, 8.333, 19.229 False
194.884, 129.392, 8.333, 19.262 False
194.606, 129.395, 8.333, 19.295 False
194.328, 129.398, 8.333, 19.328 False
194.051, 129.401, 8.333, 19.361 False
193.773, 129.404, 8.333, 19.394 False
193.495, 129.407, 8.333, 19.427 False
193.217, 129.410, 8.333, 19.460 False
192.940, 129.413, 8.333, 19.493 False
192.662, 129.416, 8.333, 19.526 False
192.384, 129.419, 8.333, 19.559 False
192.106, 129.422, 8.333, 19.592 False
191.829, 129.425, 8.333, 19.625 False
191.551, 129.428, 8.333, 19.658 False
